Epoch,loss,accuracy,val_loss,val_accuracy
0,3.0951311588287354,0.7142857313156128,3.104224443435669,0.7083333134651184
1,3.1865811347961426,0.7142857313156128,2.8186540603637695,0.6875
2,2.06471848487854,0.75,2.7994096279144287,0.7083333134651184
3,2.4852147102355957,0.7589285969734192,2.7867677211761475,0.75
4,2.091075897216797,0.7678571343421936,3.024878740310669,0.7291666865348816
5,2.8966541290283203,0.7589285969734192,3.017671585083008,0.7291666865348816
6,2.799471139907837,0.7410714030265808,2.8123385906219482,0.75
7,1.4529027938842773,0.7946428656578064,2.5287821292877197,0.75
8,2.14284086227417,0.7589285969734192,2.754349946975708,0.7291666865348816
9,1.6376367807388306,0.8482142686843872,2.757492780685425,0.7083333134651184
10,2.165163516998291,0.7946428656578064,2.563829183578491,0.7291666865348816
11,2.6702587604522705,0.7589285969734192,2.52112078666687,0.75
12,2.022597074508667,0.8035714030265808,2.7920162677764893,0.7291666865348816
13,1.3628253936767578,0.8035714030265808,2.50893235206604,0.7083333134651184
14,1.2981011867523193,0.8392857313156128,2.4803929328918457,0.7083333134651184
15,1.6094731092453003,0.8392857313156128,2.4802331924438477,0.7291666865348816
16,2.306093692779541,0.7767857313156128,2.481935977935791,0.7291666865348816
17,1.787790060043335,0.8303571343421936,2.4746289253234863,0.7291666865348816
18,1.359758734703064,0.8482142686843872,2.4754884243011475,0.75
19,2.787947416305542,0.7321428656578064,2.4471170902252197,0.75
